Customer_ID,First_Name,Surname,Street_Address,Age,Gender,Location,Tenure_Months,Activation_Date,Plan_Type,Contract_Duration_Months,Data_Usage_GB,Call_Minutes,SMS_Count,Payment_History_12mo,Outstanding_Balance,Monthly_Bill,Num_Complaints,Support_Tickets,Payment_Delays,Churn,Customer Phone Number
C1592,Anne,Patel,88031 Reid Union,69,Male,Bulawayo,11,30/8/2020,Postpaid,16,47.63,672.3,204,10,35.51,0.0,4,3,1,0,725333352
C1593,Stephanie,Austin,522 Watson Hill Apt. 264,44,Female,Gweru,52,13/1/2024,Prepaid,21,24.12,504.6,357,8,5.97,0.0,2,1,0,0,792118710
C1594,Tyler,Foster,18798 Sarah Spur Suite 242,40,Female,Mutare,1,29/6/2021,Prepaid,23,23.3,346.2,91,10,84.75,53.79,0,2,0,0,791519304
C1595,Heather,Campbell,382 Shawn Flat,46,Male,Masvingo,43,9/4/2023,Prepaid,19,9.88,246.8,350,11,15.93,0.98,2,0,1,1,715541543
C1596,Mark,Ramirez,074 Thomas Viaduct Apt. 858,50,Male,Mutare,5,19/3/2024,Prepaid,12,0.0,476.6,204,12,51.95,14.97,5,0,0,0,737525616
C1597,Jessica,Patton,560 Nicole Road Apt. 979,61,Female,Mutare,46,11/12/2024,Postpaid,22,0.0,886.1,146,9,31.88,34.44,2,1,2,1,731172318
C1598,Monica,Miller,7529 Montes Loaf Suite 902,45,Female,Gweru,58,5/5/2022,Postpaid,6,0.0,675.6,422,11,68.36,34.81,4,2,1,0,733139997
C1599,Jeremy,Espinoza,24711 Russell Row,20,Female,Bulawayo,43,19/7/2020,Prepaid,16,13.3,569.1,361,12,22.56,47.62,4,2,2,0,715032403
C1600,Derek,Barnes,957 Adam Greens,27,Female,Masvingo,35,13/3/2025,Prepaid,21,0.59,626.5,413,12,22.24,0.94,0,1,1,0,751018802
C1601,Samuel,Daniels,01096 Sanchez Islands,21,Female,Harare,50,9/12/2023,Postpaid,24,24.1,836.9,220,8,53.18,51.22,3,3,3,0,735812055
C1602,Ray,Mcintyre,228 Tyler Junction Apt. 337,48,Female,Bulawayo,57,13/10/2021,Postpaid,3,7.66,832.0,235,9,30.97,52.85,3,0,1,0,796337683
C1603,Jason,Hernandez,949 Summers Plaza Apt. 659,27,Female,Harare,52,4/7/2024,Prepaid,13,19.71,666.6,394,11,11.88,49.62,4,0,2,1,791828695
C1604,Melvin,Williams,824 White Springs,64,Male,Bulawayo,27,10/2/2022,Postpaid,6,0.01,484.0,302,10,103.18,24.28,5,0,2,0,733144254
C1605,Victoria,Williams,9702 Nancy Ports Apt. 602,29,Female,Masvingo,28,15/1/2024,Prepaid,18,0.0,311.3,472,11,0.0,0.0,4,0,3,0,763153210
C1606,Phillip,Johnson,074 Allison Corner Suite 535,24,Female,Harare,20,25/4/2021,Postpaid,22,0.0,90.0,281,9,76.1,44.08,5,1,1,0,716985481
C1607,Lawrence,Duarte,576 Cuevas Plains,32,Male,Masvingo,57,24/11/2023,Prepaid,16,21.15,756.8,456,11,61.08,34.47,5,1,3,1,791282965
C1608,Tracy,Carter,14675 Alicia Estates Apt. 898,30,Male,Mutare,29,16/2/2021,Postpaid,10,19.39,443.3,73,12,35.12,39.04,3,2,1,1,769491725
C1609,Christopher,Johnson,3381 Thompson Mills,42,Male,Gweru,4,20/12/2021,Postpaid,6,10.83,661.0,227,9,92.82,57.41,1,3,1,1,740548432
C1610,Nicholas,Mcgee,00610 Kaitlyn Turnpike Suite 673,63,Male,Mutare,19,5/6/2021,Postpaid,6,23.65,365.8,309,8,48.33,27.77,5,0,2,1,714609635
C1611,Kimberly,Reese,26198 Kelley Coves,68,Male,Harare,12,9/2/2023,Postpaid,5,10.8,603.4,341,12,77.03,0.0,4,1,2,0,749700092
C1612,Paul,White,238 Russell Flat Apt. 059,59,Female,Gweru,10,23/6/2023,Postpaid,16,3.7,614.4,378,10,16.14,9.15,2,1,0,0,798703610
C1613,Laura,Hernandez,057 Beck Flat,65,Male,Gweru,52,6/4/2023,Prepaid,9,21.24,1032.0,18,9,102.25,28.93,0,2,1,0,771930813
C1614,John,Guzman,7660 Thompson Meadow,52,Female,Gweru,1,27/9/2024,Postpaid,17,3.86,310.2,118,11,39.11,23.09,0,2,2,0,717782634
C1615,Frank,Leach,78157 Ross Mountain Apt. 439,36,Female,Masvingo,10,12/4/2024,Postpaid,11,6.23,347.0,252,12,0.0,39.6,3,1,0,0,794965309
C1616,Laura,Woods,025 Lawrence Track,43,Female,Masvingo,29,12/9/2020,Postpaid,23,35.12,705.2,378,10,90.79,17.94,0,3,0,0,716060297
C1617,Joshua,Jones,866 Ashley Motorway Suite 116,37,Female,Masvingo,29,12/9/2022,Postpaid,11,13.5,0.0,111,10,16.18,3.56,1,0,1,1,739483553
C1618,Sherri,Norris,03222 Barbara Path,24,Female,Gweru,15,26/9/2020,Prepaid,2,16.62,534.5,334,10,7.46,33.95,4,2,0,0,784238207
C1619,Andrew,Barnes,1014 Lane Ville,49,Male,Masvingo,59,22/2/2021,Postpaid,4,27.79,763.1,317,12,90.42,0.1,2,2,2,0,775316731
C1620,Felicia,Reeves,2223 Raymond Point,45,Male,Bulawayo,58,10/5/2020,Postpaid,3,25.47,442.9,423,8,50.93,36.25,4,3,1,0,746093497
C1621,Sarah,Smith,80316 Miller Viaduct Apt. 718,29,Male,Mutare,19,24/8/2024,Prepaid,9,0.0,921.3,303,8,19.03,64.75,5,2,2,0,755964380
C1622,Tara,Mitchell,1406 Burton Falls Apt. 603,26,Male,Bulawayo,19,5/6/2023,Postpaid,16,7.4,495.0,428,8,65.28,45.58,4,3,0,0,761584524
C1623,Nicole,Barber,0394 Rhonda Ramp,29,Female,Masvingo,10,14/10/2023,Postpaid,17,10.06,544.2,36,12,59.45,39.88,4,3,1,0,778849448
C1624,Gregory,Jones,6963 Veronica Crossroad Apt. 284,62,Female,Bulawayo,9,18/3/2025,Postpaid,21,5.09,376.4,274,10,0.0,62.2,1,1,0,1,745582274
C1625,Carlos,Coleman,553 Wiggins Cove Suite 818,40,Female,Harare,27,12/10/2023,Postpaid,11,5.06,216.8,8,12,46.31,60.01,5,1,1,0,717356148
C1626,William,Martin,36155 Brianna Stravenue Suite 017,62,Male,Bulawayo,4,2/10/2024,Postpaid,23,0.0,206.4,56,9,55.88,64.66,2,3,2,0,730660640
C1627,Taylor,Ellis,780 Eric Cliffs,48,Male,Mutare,8,22/5/2021,Prepaid,1,25.17,648.0,170,11,54.13,61.16,3,3,1,0,783671208
C1628,Catherine,Butler,849 Kevin Harbor Suite 513,70,Female,Gweru,25,14/1/2021,Prepaid,23,7.18,373.2,133,12,96.22,33.49,5,0,3,1,758669254
C1629,Richard,Foster,5165 Andrea Squares Apt. 047,39,Female,Harare,29,29/3/2021,Postpaid,24,18.42,957.1,157,9,34.69,14.78,2,2,3,0,759303116
C1630,Sheri,Meyers,867 Robinson Park,62,Male,Gweru,23,12/6/2022,Postpaid,16,11.09,32.5,171,11,77.89,0.0,2,1,2,0,713465495
C1631,Michelle,Brown,95133 Mark View,36,Female,Mutare,51,27/3/2023,Prepaid,15,21.09,984.1,220,12,71.98,30.72,4,0,1,0,795893788
C1632,Russell,Walker,1860 Deborah Ranch Apt. 356,69,Male,Masvingo,53,3/10/2023,Postpaid,22,11.9,490.3,195,10,39.68,49.51,2,3,0,0,750066756
C1633,Taylor,Hicks,56998 Terry Via,37,Male,Mutare,32,19/2/2021,Postpaid,14,29.72,402.7,167,10,48.87,0.0,3,1,0,0,748467326
C1634,Brandon,Smith,37381 Christopher Square Suite 572,44,Male,Gweru,53,21/9/2020,Prepaid,8,0.0,601.2,43,8,81.91,36.04,5,0,3,0,758184496
C1635,Dorothy,Torres,0731 Harrison Key,68,Female,Masvingo,9,3/6/2021,Postpaid,23,1.61,696.4,87,8,68.67,9.77,4,2,3,0,768953485
C1636,Jonathan,Bell,58925 Moore Pike Suite 855,70,Male,Masvingo,39,9/7/2021,Prepaid,14,2.65,253.5,11,11,52.6,28.29,4,1,1,0,713017721
C1637,Stephanie,Smith,61933 Potter Roads,70,Female,Masvingo,22,4/11/2021,Prepaid,12,9.38,250.0,163,12,52.1,32.53,4,0,1,0,749700211
C1638,Kenneth,Chapman,150 Scott Port,51,Male,Masvingo,33,29/3/2024,Prepaid,0,2.52,11.1,334,9,86.15,59.22,5,0,0,0,751631125
C1639,Michael,Barnes,43040 Carrie Stream Apt. 185,41,Female,Harare,21,4/8/2020,Prepaid,17,26.35,473.0,38,12,41.55,1.71,4,1,2,0,720496324
C1640,Kevin,Sutton,0766 Karen Ramp Suite 556,30,Female,Mutare,55,13/3/2025,Prepaid,4,27.4,0.0,495,8,0.0,47.86,4,3,0,1,787446900
C1641,Christy,Berry,808 Green Dam,52,Female,Gweru,41,17/2/2021,Prepaid,24,7.9,421.8,397,11,79.94,44.7,5,1,3,0,768554917
C1642,Matthew,Wilson,44717 Bruce Stream,33,Male,Mutare,29,10/7/2022,Postpaid,15,0.0,1023.5,13,9,35.7,35.89,3,2,2,1,771333812
C1643,Nancy,Hughes,449 Ashlee Plaza,69,Female,Harare,53,7/1/2025,Prepaid,23,3.3,784.2,372,9,0.0,27.33,0,3,3,0,789279069
C1644,Louis,Meyer,511 Sellers Forges Suite 206,21,Female,Bulawayo,46,25/6/2022,Prepaid,17,14.46,375.4,337,11,34.64,26.04,1,1,2,0,762251235
C1645,Joshua,Rivera,75824 Mark Corners Apt. 024,48,Female,Harare,55,7/10/2023,Prepaid,1,12.87,971.3,174,10,73.51,25.62,2,0,2,1,726278720
C1646,Samantha,Mann,4134 Cynthia Brooks Apt. 638,26,Female,Harare,3,24/9/2022,Prepaid,20,21.03,637.4,265,11,117.0,25.07,2,0,3,0,720691219
C1647,Gail,Norman,104 Matthew Island Apt. 119,58,Female,Masvingo,53,4/7/2020,Prepaid,1,8.66,411.5,71,11,51.58,73.34,5,0,0,1,795287131
C1648,Sarah,Wright,16017 Stewart Loop Suite 319,20,Female,Bulawayo,52,28/3/2021,Postpaid,1,4.5,833.4,409,10,2.71,25.47,4,0,1,0,744115565
C1649,Laura,Reid,33596 Rose Roads,52,Female,Gweru,19,3/3/2024,Postpaid,14,7.98,750.8,279,12,86.97,0.0,0,0,0,0,721256100
C1650,Bonnie,Gonzalez,41771 Dickson Light Apt. 785,65,Female,Harare,60,1/6/2022,Postpaid,11,27.36,711.0,185,11,19.94,30.73,0,0,3,0,778872054
C1651,Kimberly,Morris,9202 Taylor Junctions Apt. 573,43,Male,Bulawayo,45,6/1/2024,Postpaid,2,18.0,224.3,209,10,5.63,30.44,1,2,3,0,790893412
C1652,Amy,Woods,80597 Mayer Locks Apt. 807,40,Male,Masvingo,13,16/10/2024,Prepaid,10,8.56,781.0,305,11,102.53,4.04,4,2,1,0,718735015
C1653,Michael,Barr,823 Bruce Junctions Suite 437,50,Male,Bulawayo,59,1/2/2023,Postpaid,9,0.0,0.0,232,9,86.26,45.55,0,1,3,0,795025471
C1654,Michele,Wilson,35400 Michael Summit Suite 821,32,Male,Gweru,40,30/12/2020,Prepaid,1,35.18,530.8,47,12,69.11,43.09,0,3,0,0,757928611
C1655,Stephanie,Weaver,488 Henry Village Suite 748,34,Male,Masvingo,2,4/8/2020,Prepaid,11,24.51,430.4,11,10,9.9,18.79,1,3,2,0,718890111
C1656,Kevin,Garcia,93277 Aguilar Dale Apt. 766,25,Male,Mutare,8,31/10/2024,Prepaid,6,0.0,222.5,42,12,99.08,71.4,5,1,2,0,781066738
C1657,Gary,Solomon,530 Ryan Port,29,Male,Harare,52,20/12/2021,Postpaid,2,21.61,506.6,338,9,27.04,47.23,0,1,3,1,756675401
C1658,Cynthia,Rogers,3945 Kimberly Path Suite 616,20,Male,Harare,22,29/7/2022,Postpaid,6,23.95,531.9,409,10,66.25,46.43,4,0,1,0,715868590
C1659,Tracy,Miller,49165 Hawkins Forks Apt. 315,38,Female,Gweru,54,29/11/2022,Postpaid,11,35.46,606.7,143,9,39.82,15.55,5,3,2,0,770727347
C1660,Jillian,Huerta,20451 Nathan Loaf Apt. 637,69,Male,Masvingo,45,12/4/2022,Prepaid,18,7.6,506.9,105,10,47.06,28.99,1,0,3,0,777230565
C1661,Amanda,Robinson,968 Taylor Inlet,49,Male,Mutare,20,3/10/2024,Postpaid,23,12.12,194.7,0,9,96.07,27.06,5,3,2,1,722099015
C1662,Brandi,Reid,372 Joseph Island,41,Male,Masvingo,41,24/2/2024,Postpaid,1,8.65,425.9,79,10,52.54,20.17,0,3,3,0,767947555
C1663,Joseph,Smith,675 Dustin Coves,24,Male,Gweru,39,17/2/2023,Prepaid,23,24.76,137.7,44,12,6.53,13.18,2,3,3,0,759547581
C1664,Cynthia,Thompson,1069 Anna Mews Suite 020,35,Female,Masvingo,39,26/11/2023,Postpaid,22,23.7,332.8,244,8,10.08,4.8,3,1,0,1,791790847
C1665,Zachary,Olsen,906 Shaw Points,53,Male,Masvingo,19,21/9/2023,Postpaid,17,12.38,312.3,12,8,44.0,82.17,5,3,2,0,771021630
C1666,Thomas,Reese,6117 Laura Well Suite 138,45,Male,Harare,30,21/9/2021,Prepaid,7,19.26,660.7,458,12,95.22,0.0,4,0,2,0,748546764
C1667,Michelle,Gonzalez,3289 Ryan Hill,29,Female,Bulawayo,5,17/12/2024,Prepaid,10,0.0,574.1,238,9,0.0,48.44,5,1,3,0,735400119
C1668,Austin,Scott,11953 Gilmore Springs,21,Male,Bulawayo,27,5/2/2021,Prepaid,23,8.28,515.3,8,8,0.0,39.0,1,0,1,0,733352915
C1669,Jenna,Wilson,92117 Alyssa Pass,67,Female,Gweru,14,10/10/2021,Postpaid,7,0.0,426.7,439,9,93.24,48.11,3,3,0,0,776757903
C1670,Brett,Salazar,64658 Day Mountains Apt. 027,55,Female,Harare,58,16/1/2023,Prepaid,13,11.13,588.2,355,9,44.62,24.94,1,1,3,0,789605436
C1671,Jeff,Wright,87199 Lonnie Curve Apt. 924,25,Male,Harare,34,31/10/2024,Postpaid,14,24.34,349.9,172,10,62.99,0.0,5,0,2,0,719960710
C1672,Christopher,Zavala,8959 Ferguson Drive Suite 492,55,Female,Masvingo,4,22/7/2023,Postpaid,9,0.0,604.6,489,11,64.54,0.7,2,1,0,0,732653052
C1673,Ryan,Prince,81684 Rogers Estates Suite 225,66,Female,Harare,55,1/5/2024,Postpaid,5,30.42,0.0,67,12,4.49,71.76,4,3,0,0,779775971
C1674,Melissa,Smith,535 Mendoza Spring,39,Female,Mutare,45,17/10/2023,Prepaid,8,28.35,913.3,10,11,22.09,69.71,3,3,1,0,719371520
C1675,Keith,Chavez,969 Stewart Summit Apt. 604,46,Female,Masvingo,4,27/7/2024,Prepaid,15,4.98,868.5,179,9,73.77,2.14,1,1,0,0,777558931
C1676,Ryan,Downs,755 Phillips Throughway,26,Female,Masvingo,23,11/9/2020,Prepaid,5,10.88,736.8,82,8,66.39,65.88,5,1,2,0,768187154
C1677,Debbie,Park,60155 Heather Well Apt. 041,68,Male,Mutare,20,23/9/2022,Prepaid,9,12.13,824.5,247,12,60.28,0.0,4,3,1,0,768854863
C1678,Randall,Lawson,1260 Schmitt Junction Suite 220,34,Male,Masvingo,12,15/10/2024,Postpaid,0,6.28,277.0,277,9,40.74,0.0,2,1,1,0,777107171
C1679,Natasha,Case,1029 French Mountains,43,Male,Bulawayo,48,12/1/2025,Prepaid,10,10.9,463.8,118,8,64.74,26.35,5,1,2,0,738903310
C1680,Kathleen,Le,613 Higgins Lock Apt. 224,70,Male,Mutare,16,13/9/2024,Postpaid,7,0.0,448.3,140,11,58.56,43.27,4,2,1,0,722615087
C1681,Beth,Jenkins,135 Hernandez Run,29,Female,Harare,57,5/6/2023,Prepaid,22,21.94,703.6,226,8,98.06,19.78,0,0,1,1,740629215
C1682,Peter,Wilson,39064 Rivera Junction,68,Female,Mutare,18,5/11/2022,Prepaid,21,24.32,591.5,468,8,74.81,28.06,5,3,1,0,756184347
C1683,Lisa,Barton,547 Tara View,48,Female,Bulawayo,23,26/1/2024,Postpaid,15,2.15,389.6,64,12,0.0,29.41,1,0,3,0,755404783
C1684,Phillip,Roberts,276 Charlotte Stream Suite 305,18,Female,Mutare,19,11/8/2024,Prepaid,7,0.0,609.2,252,8,58.75,45.67,2,1,3,1,726623683
C1685,David,Taylor,5013 Dominguez Crest,22,Male,Mutare,10,2/3/2024,Postpaid,0,10.3,925.3,303,12,65.48,26.18,1,1,1,1,759252721
C1686,Joshua,Benson,2650 Gonzalez Stravenue Apt. 332,38,Male,Gweru,40,20/5/2020,Prepaid,8,4.16,670.9,161,9,63.76,59.71,3,2,0,1,758103684
C1687,Brandon,Christensen,0102 Vance Pine Apt. 806,42,Female,Mutare,37,9/6/2023,Postpaid,8,0.0,327.2,354,12,57.57,0.0,0,0,0,0,714036589
C1688,Jerry,Stuart,586 Nicole Bridge Apt. 000,22,Male,Mutare,43,12/6/2023,Prepaid,4,24.81,1150.8,398,10,37.89,19.91,1,0,1,1,744943500
C1689,Erica,Hughes,044 Williams Centers,22,Female,Masvingo,1,11/7/2020,Prepaid,14,44.12,119.2,9,11,6.92,28.29,3,1,3,0,733990957
C1690,Rachel,Larson,47169 Lewis Trail,50,Male,Mutare,14,1/9/2021,Postpaid,15,0.0,608.7,109,9,62.29,36.17,2,3,1,1,729290600
C1691,Matthew,Harrison,2989 Garrett Isle Suite 175,50,Female,Gweru,51,3/6/2024,Postpaid,10,17.39,0.0,338,12,65.18,88.68,3,0,0,0,769732970
C1692,Angela,Allen,5943 Heather Mission Suite 422,36,Female,Mutare,11,21/2/2022,Postpaid,11,4.96,417.8,258,10,26.76,49.74,2,1,3,0,791092741
C1693,Gwendolyn,Hill,52244 Robert Mill Suite 868,37,Female,Mutare,27,15/7/2020,Prepaid,11,27.82,215.9,34,11,74.79,30.35,3,0,1,0,723467149
C1694,Philip,Leon,8501 Ellis Parkway,42,Female,Mutare,60,29/11/2021,Prepaid,14,25.0,304.8,114,9,30.1,17.22,0,3,1,0,739764622
C1695,Teresa,Miller,16443 Roger Flats Suite 579,20,Male,Harare,19,6/6/2023,Prepaid,15,2.58,388.2,13,9,56.04,0.0,5,0,3,0,748799331
C1696,Nicole,Garcia,468 Lopez Ports,65,Male,Harare,47,27/4/2022,Postpaid,5,12.27,794.4,356,8,85.31,73.01,1,2,3,0,711235340
C1697,Susan,Smith,15375 Jones Underpass,63,Female,Bulawayo,33,13/12/2023,Prepaid,15,14.94,602.0,303,11,41.52,18.56,4,2,2,0,769957343
C1698,James,Mason,015 Chris Street,43,Male,Mutare,22,24/2/2023,Prepaid,6,0.0,283.6,293,10,75.69,33.96,4,2,3,0,753095047
C1699,Peter,Larson,10926 Cook Crossroad,62,Female,Mutare,18,13/1/2024,Prepaid,21,15.63,516.1,386,10,39.63,40.19,5,3,2,0,777793007
C1700,Rodney,Anderson,4404 Austin Divide Suite 051,50,Female,Gweru,29,28/4/2023,Postpaid,24,29.77,281.2,443,12,98.36,51.02,2,3,3,0,724460040
C1701,Joseph,Bailey,60269 Robert Walks,20,Male,Gweru,27,8/2/2024,Postpaid,0,0.0,52.6,50,10,74.28,21.76,0,1,3,0,766761160
C1702,Andrea,Herring,13090 Ramirez Junctions Apt. 731,61,Male,Bulawayo,49,7/5/2021,Postpaid,6,8.08,859.3,151,11,31.91,49.89,1,3,3,0,728354343
C1703,Deborah,Pitts,25662 Ariel Meadow,59,Female,Masvingo,12,9/2/2024,Postpaid,14,22.28,215.3,109,10,38.47,49.16,0,2,2,1,714030272
C1704,Jacqueline,Farley,251 James Wall,24,Male,Mutare,7,21/2/2025,Postpaid,15,8.32,31.3,454,12,72.41,6.79,5,2,0,0,745931061
C1705,Tara,Castaneda,45035 Wendy Passage,66,Male,Gweru,42,19/5/2023,Prepaid,2,0.0,669.7,137,8,7.73,17.78,4,3,0,0,714846936
C1706,Maria,Davis,7747 Robert Ridges,37,Female,Harare,42,2/8/2021,Prepaid,15,13.88,318.5,15,12,4.95,67.94,4,1,0,0,727846842
C1707,Cynthia,Johnson,76137 Jeffery Coves,38,Male,Bulawayo,20,23/6/2023,Postpaid,4,5.99,651.4,56,8,19.51,2.97,4,1,0,0,745980027
C1708,Jason,Lowe,6609 Burton Flats,65,Male,Bulawayo,14,17/3/2024,Postpaid,22,27.95,1095.6,241,12,60.97,18.46,5,1,3,0,777364795
C1709,Zachary,Young,96439 Dean Camp Suite 551,27,Female,Masvingo,27,5/2/2022,Prepaid,0,28.32,200.5,404,11,46.68,76.27,3,0,0,0,722139820
C1710,Cynthia,Obrien,182 Rebecca Points Apt. 842,21,Female,Masvingo,45,16/3/2022,Prepaid,15,36.37,415.8,445,8,38.92,47.13,4,1,2,0,726949723
C1711,Julie,Meyer,138 Wilson Cove Apt. 666,27,Female,Masvingo,48,13/3/2021,Prepaid,21,12.14,0.0,471,12,60.06,21.31,5,0,0,0,759859178
C1712,Kimberly,Clayton,789 Nicholas River Apt. 842,56,Male,Masvingo,40,3/7/2022,Prepaid,17,19.9,534.4,398,9,52.26,17.65,3,2,2,0,767430782
C1713,Janet,Lloyd,8997 Wilson Extensions Suite 213,35,Female,Harare,17,30/5/2022,Prepaid,10,20.88,153.5,481,8,28.79,9.43,4,3,2,1,776549850
C1714,Cynthia,Fisher,81529 Christopher Expressway Suite 237,70,Male,Mutare,13,5/7/2020,Postpaid,11,9.47,683.7,34,10,5.94,0.0,0,1,2,0,747894447
C1715,Luis,Rice,84088 Smith Valley Apt. 028,20,Female,Gweru,36,18/3/2023,Postpaid,6,6.33,0.0,209,11,48.51,17.16,2,2,0,1,772755985
C1716,Jenny,Kim,23080 Powell Trail,67,Male,Bulawayo,5,15/3/2023,Prepaid,0,12.0,237.4,132,9,84.19,38.88,0,2,3,0,727870781
C1717,Kyle,Fuller,164 Delacruz Views,44,Male,Bulawayo,33,9/10/2022,Postpaid,3,28.64,511.9,113,8,45.37,16.95,5,1,1,0,719745693
C1718,Emily,Brown,61280 Ronald Hill,27,Female,Bulawayo,21,10/7/2021,Postpaid,5,8.53,192.4,59,10,0.0,1.24,4,1,1,0,796938991
C1719,Ronnie,Levy,694 Rachael Stravenue,35,Female,Masvingo,23,22/4/2022,Postpaid,20,0.0,306.6,140,11,84.34,48.31,1,3,2,0,789361017
C1720,Heidi,Holmes,7968 Henderson Circle Apt. 024,25,Female,Masvingo,24,18/11/2020,Prepaid,22,17.23,745.9,421,9,24.66,46.75,4,1,2,0,759810552
C1721,Gabriel,Henry,97717 Crawford Burgs,30,Female,Gweru,32,11/10/2021,Prepaid,18,24.56,588.7,378,11,17.67,21.2,4,1,2,0,740764588
C1722,Adam,Turner,4783 Brian Stream Apt. 041,40,Male,Gweru,5,14/12/2022,Prepaid,5,11.29,419.5,177,10,56.38,0.0,1,1,3,0,735707713
C1723,Alexandra,Walker,193 Ashley Mills,38,Female,Gweru,49,29/3/2022,Prepaid,6,16.26,0.0,352,11,25.93,11.52,4,3,1,0,744663163
C1724,Suzanne,Mcgee,56878 Hill Fields,56,Male,Gweru,2,4/9/2022,Postpaid,20,24.56,440.2,386,8,21.93,37.25,1,0,3,0,790455483
C1725,Kelly,Kline,484 Jennifer Turnpike Apt. 043,39,Female,Gweru,19,21/5/2022,Postpaid,12,25.65,897.4,469,12,17.56,24.78,3,1,2,0,780522417
C1726,Dana,Hill,63529 Thomas Circle Suite 155,48,Female,Masvingo,17,12/12/2024,Postpaid,24,11.28,671.5,223,10,58.62,10.72,1,1,0,0,762362791
C1727,Christopher,Smith,46250 Martinez Square Suite 528,21,Male,Gweru,43,14/6/2023,Prepaid,7,4.2,350.1,115,11,67.76,37.61,5,1,3,0,767568240
C1728,Tiffany,Taylor,182 Angela Mountain Suite 931,63,Male,Masvingo,46,27/5/2020,Postpaid,21,6.46,694.2,103,9,43.19,0.0,4,2,3,0,727667864
C1729,Zachary,Yates,64248 Karen Center,28,Male,Masvingo,29,26/1/2025,Postpaid,17,2.62,755.6,196,9,68.72,0.0,1,1,3,0,767460491
C1730,Andrew,English,7829 Michael Dale Apt. 847,28,Female,Mutare,37,9/6/2020,Postpaid,18,32.4,772.9,484,8,79.73,0.0,5,3,3,1,792996468
C1731,Dustin,Bennett,4026 Reed Parkways,33,Female,Bulawayo,54,9/4/2024,Postpaid,12,0.0,870.6,121,11,57.26,31.84,2,1,1,1,752536207
C1732,Douglas,Johnson,3397 Jo Parkways,26,Female,Masvingo,9,8/1/2021,Prepaid,22,23.14,877.2,398,9,81.19,17.93,5,0,3,0,744736711
C1733,Thomas,Lawson,75480 David Summit,67,Female,Gweru,34,26/1/2021,Prepaid,20,29.26,412.6,414,9,54.32,31.09,4,3,2,0,786388779
C1734,Nicholas,Thomas,7935 Erica Springs,26,Male,Mutare,45,26/4/2021,Prepaid,17,8.92,558.9,26,8,39.37,31.09,4,0,1,0,793759104
C1735,Ryan,Williams,8658 Joshua Canyon,22,Female,Gweru,36,4/8/2020,Prepaid,13,0.0,423.0,280,9,18.07,8.18,4,3,1,0,793132323
C1736,Brandon,Vargas,331 Jones Bypass,31,Male,Gweru,42,29/10/2024,Prepaid,22,0.0,520.1,78,12,73.1,60.58,2,0,3,1,763126585
C1737,Scott,Carrillo,9733 Harding Cliffs Suite 919,61,Female,Harare,48,3/10/2021,Postpaid,23,22.57,242.9,4,9,61.71,17.68,0,1,3,1,775439794
C1738,Charles,Kemp,520 Johnny Centers Suite 650,32,Male,Mutare,42,27/9/2022,Prepaid,11,19.25,667.7,360,10,51.31,54.86,3,2,1,1,764257061
C1739,Robert,Boyd,63303 Jennifer Estate,38,Male,Bulawayo,8,5/12/2022,Prepaid,12,7.78,202.6,416,8,74.01,65.72,4,3,2,1,788743847
C1740,Stacey,Roberts,3330 Robyn Pine,60,Male,Bulawayo,18,4/8/2024,Prepaid,18,0.0,600.4,460,8,90.97,19.86,1,1,0,1,710728165
C1741,Brandon,Robinson,082 Dawson Valley,39,Female,Gweru,16,19/11/2024,Prepaid,19,14.58,146.5,303,12,67.98,50.93,3,3,0,0,716416153
C1742,Kristine,Moore,63243 Smith Land Apt. 544,45,Female,Masvingo,36,3/5/2023,Prepaid,14,0.0,305.5,121,8,57.7,28.27,0,1,3,0,777204151
C1743,Kristin,Marshall,43245 Villegas Ford Apt. 511,40,Female,Gweru,30,11/12/2022,Prepaid,1,21.38,447.2,303,12,57.68,56.69,4,0,1,0,780597135
C1744,Scott,Henry,74372 Cooper Mountains Suite 471,45,Male,Harare,41,14/8/2020,Postpaid,3,3.53,423.4,29,8,72.47,40.51,4,1,0,0,784039071
C1745,Lindsey,Parker,3906 Rebecca Meadow,41,Male,Masvingo,56,29/7/2024,Postpaid,14,0.0,456.1,33,11,123.61,2.19,5,1,2,0,715616467
C1746,Carlos,Brown,28798 Cruz Orchard,59,Male,Mutare,11,5/7/2020,Postpaid,9,21.61,850.1,307,10,94.24,80.8,5,1,1,0,790236059
C1747,Zachary,Turner,725 Duarte Mews,45,Female,Masvingo,50,4/1/2023,Prepaid,1,4.41,629.7,74,9,46.87,12.65,3,1,2,0,786057557
C1748,Jane,Smith,747 Robert Square,48,Female,Gweru,4,31/10/2020,Postpaid,19,2.79,1061.1,400,10,10.41,44.31,5,2,3,0,783622630
C1749,Mark,King,44507 Jodi Plains,52,Male,Harare,42,31/5/2024,Prepaid,5,0.0,378.2,182,11,61.51,26.27,2,3,3,0,757562314
C1750,Gary,Haynes,3418 Chan Plaza,39,Male,Harare,8,7/6/2023,Postpaid,1,7.53,516.9,245,12,41.43,18.74,1,2,3,1,745318087
C1751,Dawn,Freeman,841 Marcus Plaza Apt. 854,51,Female,Harare,13,2/3/2023,Prepaid,11,28.6,849.2,240,10,12.64,64.67,2,0,0,0,735688071
